speed,acceleration,steering_angle
18.665613,0.5530788,0.17936611
8.28435,0.57667565,0.076594375
13.374592,0.47315735,0.0990391
22.80538,0.0579905,-0.17550327
18.871078,0.44194794,0.09992807
22.471762,0.3719581,0.054791708
22.497927,0.2152293,-0.074463196
22.123846,0.15043749,-0.43273556
22.93465,-0.07131321,-0.323309
7.4544425,0.5858616,0.067694746
14.7218485,0.61557174,0.17552593
22.916353,-0.1260888,-0.3320074
22.372946,0.14804651,-0.21358015
6.823875,0.5867324,0.060945947
5.7675567,0.52149606,-0.04522712
12.510667,0.589961,0.13339578
3.5242202,0.5752483,0.009146979
22.646856,0.09956214,-0.16099663
22.534216,0.28639698,-0.021826306
22.435284,0.40053928,0.06994935
8.476262,0.5561965,0.0729818
22.554579,0.06750191,-0.3729213
9.975508,0.6102544,0.108356796
22.401625,0.1402163,-0.3136412
22.571272,0.14137864,-0.16690506
12.93113,0.5005372,0.042774666
22.664053,0.111941665,-0.26629508
22.122845,0.17778027,-0.34852874
20.779991,0.43465626,0.09457313
4.77622,0.5940766,-0.0810386
18.478815,0.54249865,0.17643106
6.91915,0.5526454,-0.022147277
18.016205,0.48323134,1.3892072
3.0295713,0.58803666,-0.002841393
15.695257,0.51999664,0.12268204
4.9856486,0.55736065,0.0028459034
20.384918,0.37224776,0.048219908
19.88318,0.3856987,-0.1673267
22.27826,0.1877102,-0.24459638
20.46404,0.19609754,-0.15381594
19.72024,0.43400693,0.09654512
18.968681,0.5611422,0.184887
20.757383,0.31058067,-0.092645146
6.503597,0.5680528,0.052920777
5.1862273,0.6054645,-0.06841598
22.311771,0.39839658,0.058606017
6.2731986,0.56788266,0.046075482
22.608587,0.2053341,-0.07364345
6.0354085,0.5951598,-0.060863893
21.629803,0.23695113,-0.23256208
18.81465,0.37644488,2.9401002
19.749123,0.4114559,9.246778
22.632732,0.18253851,-0.08683435
19.546574,0.43212968,0.18473543
22.843891,-0.140091,-0.42297047
22.573229,0.2931715,-0.018388787
8.04182,0.5610011,-0.034552734
20.97605,0.33235505,-0.11188764
3.9777753,0.5870623,-0.01416106
6.2663302,0.6076566,-0.093649305
22.794985,0.08577435,-0.19429125
19.869047,0.41576776,0.17097837
22.504469,0.29951593,-0.009009192
8.704337,0.61372006,0.092692725
19.96786,0.23399661,-0.3781517
22.75184,0.17547718,-0.098800994
22.540934,0.2503509,-0.04570542
21.895742,0.37487084,0.113212906
22.440046,-0.0010968212,-0.39845932
22.911282,-0.09421504,-0.3052112
20.443697,0.028952876,-0.059919666
6.060865,0.5947951,0.054808427
3.2259462,0.60518664,-0.0306438
20.690493,0.3842535,0.15714154
22.702862,0.27908665,-0.01163567
4.6370234,0.57073444,0.0030401847
20.703861,0.4810576,0.12727882
22.694637,0.16631497,-0.099730946
22.343052,0.38110062,0.049999584
4.7441773,0.5819054,-0.023587296
21.644596,0.34083048,-0.024518976
18.675991,0.5530357,0.17954282
7.5285096,0.58381385,0.07007422
4.4277453,0.6103668,-0.063504465
9.900352,0.5605359,0.09200766
9.127231,0.591846,0.09225532
11.912686,0.6124145,0.13459983
22.403648,0.27384463,-0.019941429
18.10143,0.5397802,0.17600727
22.83203,0.0363641,-0.18731184
4.2127376,0.5869275,0.02453502
22.444815,0.34084547,0.020778557
21.510904,0.5247098,0.17326033
20.319744,0.4302392,0.09458902
5.8970084,0.6232176,0.058090884
21.851578,0.45005426,0.101627134
20.70345,0.53038234,0.15338384
6.4164653,0.60906744,0.05612864
14.881432,0.5774638,0.1617899
5.274281,0.5892057,0.035887707
4.680061,0.57790107,-0.028435746
22.436428,0.2976883,-0.009129027
22.757904,0.19018953,-0.12844898
4.673228,0.5757005,0.029821476
22.50715,0.2898397,-0.01981164
18.219803,0.5829548,0.19970244
22.733877,0.06943839,-0.17212076
12.7087555,0.541738,0.121404044
6.117994,0.55409634,-0.0134719405
17.866882,0.56012297,0.1869263
22.804853,0.04119215,-0.21964546
21.300318,0.39886993,0.0654509
19.613472,0.39286378,0.052289683
22.612785,0.23149039,-0.060352188
22.883965,0.011247032,-0.22849055
21.9291,0.14551485,16.087095
17.36683,0.5444167,0.17794995
22.593742,0.19309855,-0.07893158
18.610619,0.47160488,0.1261658
22.730057,0.18662089,-0.1523027
17.8395,0.510675,1.9970614
3.9951522,0.5712067,0.020785889
22.007046,0.240694,-0.14487608
18.136875,0.4766656,0.35472065
22.687872,0.21225962,-0.07304562
7.0789847,0.5940849,-0.07514659
18.774948,0.39973173,0.048593808
17.203773,0.5850258,0.19158453
22.851662,0.009612613,-0.2588573
19.22254,0.47097114,0.12121127
22.780588,0.14846797,-0.13768937
21.267385,0.24409568,-0.3570478
22.73852,0.081864096,-0.16435798
21.312016,0.52360815,0.15708631
6.722526,0.5524278,0.04828574
5.0144525,0.59865516,0.034532268
17.879572,0.5026974,1.1764482
10.511905,0.517088,0.041683335
19.041006,0.26479948,-0.07268412
18.439287,0.3569795,-0.0077830055
22.632502,0.25614446,-0.04232691
22.16657,0.4555285,0.10223877
22.903036,-0.014614156,-0.2400194
11.27479,0.5368926,0.09787797
3.0784042,0.584419,0.006287535
22.740847,-0.16439027,-0.3677135
4.879393,0.5943373,0.034476716
22.73846,0.06517335,-0.2679996
9.897982,0.62227964,0.11336403
19.52144,0.44482088,0.105071865
4.3208613,0.5865425,-0.02481983
20.521437,0.46717054,0.11668282
22.754486,0.05748897,-0.27400416
7.3612685,0.5736648,-0.06603662
18.356213,0.52169305,0.16031285
21.3889,0.5088562,0.14449503
17.833294,0.5342819,2.3124506
22.596779,0.19052461,-0.080581315
5.803511,0.5572832,0.03951313
