speed,acceleration,steering_angle
0.004796278008338702,0.38021935734460444,0.2882449919574103
0.10634487671292264,0.41147696543084056,0.30791076068132694
0.14979019205313182,0.5233095239059744,0.05154122615158015
0.23862943552196256,0.2560894184943977,0.36806946590480527
0.3245890167489299,0.35236703068453984,0.4871473400344146
0.3666946879526387,0.5417011109663176,0.4973495263197014
0.4183801126896158,0.5095125784317136,0.11978903213001901
0.45857272128044935,0.42509234765566445,0.04363949491660862
0.4386139909606439,0.46318290586564587,0.18690404326750096
0.5027754844371431,0.4553258529026854,0.1426516430768442
0.5551232471630589,0.2821665753176291,-0.22603966911619688
0.5847286312021927,0.5745859541825431,-0.37021484152056716
0.6091758831678774,0.5473193249460023,-0.12638175588182082
0.6786437340595883,0.5096416479030258,-0.04808157247661171
0.7395575692046421,0.3124323227793483,0.05933020585165488
0.7435816090997868,0.5476042587426971,-0.029184781832442556
0.6833707064844567,0.4103664816870698,0.48636498607783435
0.8047304246144997,0.5950005395507181,0.25556828231828915
0.8523769444818979,0.5326845223970014,0.1335835256787918
0.8374915230823003,0.4220298119340121,-0.1730727609748345
1.0239364957821935,0.5150489078110594,-0.08889575698323095
1.1771732062652667,0.4217952173700161,0.18904248256994688
1.1885744115889358,0.6622920499341374,0.1552517083260505
1.2628055926530555,0.43896779826526655,0.0496457905547285
1.3013562591754453,0.5962641289999702,-0.13027049510095212
1.3776137565164053,0.5724083251525877,-0.16201671557124403
1.3711970415076378,0.4129695045438926,0.02541274422259099
1.4244920298875334,0.39037342047186446,-0.1750459697820449
1.5290826309273184,0.5301322800949634,-0.22768699464013464
1.5744764445683408,0.41539829835442943,-0.39419522915799954
1.4291334591649596,0.4558233976773987,0.17798612383204107
1.472955090859993,0.5338022658875141,0.3431775831609339
1.5374914721761517,0.4237373035784848,0.5907586914734009
1.499408514414514,0.486270899632073,0.35224494052155914
1.5791756072467256,0.5512423732371603,0.39604995319985037
1.6959747052278276,0.5789672804750672,0.26341021422552546
1.7753305395175731,0.588751161441627,0.2756627283043078
1.7589137364032301,0.4856537770369311,0.3493006459420386
1.8615563586126012,0.6169207646952622,0.3719268966416291
1.9049838468948201,0.3972289135911511,0.2944964110656506
2.0083928964116855,0.6000485607762105,0.2275614648052427
2.04918691272076,0.5816152722881371,0.40212033518528345
2.156297649194512,0.5853997786494901,0.054288492225231966
2.1721566035207713,0.48570090652924736,-0.02854399395778584
2.3784649863704934,0.36699259344852153,-0.1424882671036714
2.388224538978783,0.4040105367886094,0.3000046391528696
2.4109102552207533,0.36814298392418876,0.29926501713349263
2.4816827353806437,0.5910512218494668,0.31044846469253445
2.5686885895831253,0.6364433447320319,0.18518612465836098
2.418475597258011,0.7783938046489838,0.13199015381080076
2.447094051959864,0.5606975709568625,-0.05490969500407154
2.5202676190106548,0.5336398763786252,-0.18529874480293473
2.506915701643242,0.43906266241155867,-0.18305038501928275
2.5019701689852587,0.6096329789541088,-0.3166156606830893
2.5620666224852306,0.3694302445958909,0.1154585794579081
2.6508767425889177,0.5449774038488734,-0.06795638642595728
2.6952211234397696,0.565679733116398,-0.057358608470096856
2.770227831281886,0.48346903854464374,-0.4664801214879898
2.8845904504086484,0.6889547656126583,-0.12788937629159758
3.0230109589673715,0.45872383868098937,0.11611032033475464
3.0236416755414988,0.44587145583600324,0.3017482089419332
3.072660364803959,0.4608598187918168,0.12143805268235902
3.109121491056557,0.4892805524838874,-0.10441193371593108
3.175348799462231,0.42673077986961555,-0.1512153907700306
3.2943932853939417,0.46315500109133034,-0.10428192739077467
3.383121559941364,0.4680644922185222,0.3127016269607948
3.474475089250206,0.42123980896411284,0.15062282835762786
3.561783454395383,0.46606137068218034,-0.16424008806861784
3.595070104806381,0.4518751866176494,-0.35885494312755567
3.5765338410043714,0.5001813611194676,-0.19827949847737686
3.6065365332284443,0.5567768367757625,0.45217897369849397
3.6749662110328605,0.5749105676964323,0.515563479586429
3.6687027545340944,0.5446289348001918,0.3461858201224896
3.650498786556163,0.4331025172683315,-0.026977882355856783
3.646256733011707,0.5110299578633422,-0.37988499108199214
3.699739553989295,0.6554922676636602,-0.24188514307674475
3.727098006511707,0.6951280085735754,-0.25452758764080774
3.8489117156532595,0.49099213668197933,-0.4034056775778015
3.9597198316686995,0.6678305509822895,-0.48801206850885576
4.077020471126281,0.46322372173469734,-0.34318712574692195
4.264535545678906,0.3465934881301072,-0.25444353061256275
4.28977054009989,0.43731421304618456,-0.3036121328671616
4.318080901110627,0.3455001051403003,-0.02667023375654526
4.369694465753186,0.479979510426893,0.06287486940643144
4.388689096833667,0.5201907441802796,0.27076120134050596
4.25425827241342,0.6813666575878907,0.1305547550305052
4.318738692382045,0.47415822641825645,0.27784570491709726
4.402357533236419,0.34183460743854543,0.2868221051578397
4.427523355121499,0.4682631214729357,-0.0694899696278266
4.399182992146922,0.6326503887436774,0.05600155909391588
4.522320089701587,0.39806585327599286,-0.26906771124288886
4.608154360639472,0.4425798551192321,-0.02066493399657998
4.623296756743729,0.5647558109013714,-0.39598490392428026
4.711321961721713,0.4460254640675406,0.0431317975345
4.845041366379992,0.24356580185393062,0.0013232624919659042
4.937208886492103,0.483192921079447,0.14528667702358292
4.932481272145767,0.4528122475882131,-0.010251493086662691
5.047857022383442,0.5366909417096974,-0.13964130198651448
5.043045070887008,0.4012770792327075,-0.19279091483086935
5.02033237141018,0.4243093909488404,-0.2359536507334621
5.035254902770288,0.4505106572434719,-0.04081645108131611
5.102232232920284,0.34854251561837624,0.13021001308882485
5.088115349421494,0.5780275164420001,0.06388526784300151
5.153963142749969,0.6399596647852733,-0.1623556925164657
5.3444487673714525,0.6372377796547246,-0.1692256740347123
5.392535195489772,0.4305854046492506,-0.062441326350124976
5.408981907549999,0.5319537578868715,0.2765180867001377
5.449216939178946,0.4355724819832052,0.10216723647993692
5.5499303788856915,0.41514793006120865,0.025243715846787182
5.507872778984924,0.15218307863634434,0.22245828349723723
5.565936711440759,0.4436741388539637,0.4660344069920545
5.724004712243927,0.6149623078833082,0.5508034433298863
5.862772937704214,0.5054070874260487,0.05196103396604487
5.886164015969478,0.5251194972219674,0.05356063019776475
5.975204655798806,0.473675828742804,0.25011426710880924
5.938234990385583,0.480532973812252,0.5267329124779327
5.862062688716493,0.3476839129528239,0.0938437518124301
5.797125419573568,0.5485094111613276,-0.2782610024646362
5.838623901999507,0.6611792765718436,-0.5184666606562758
5.906992189530876,0.599711522189782,-0.09069457172256182
6.107121236500118,0.3634335213516344,0.032004034792491705
6.1684483490866455,0.4764140191849323,0.023367142206469467
6.247044612516884,0.5786033955712083,-0.10625229165928096
6.297867455647743,0.43747618164464436,-0.08651409563366183
6.27484120976513,0.37739469958018973,-0.027156494169925376
6.19819526223228,0.5799691222585207,0.06052509447133353
6.2145786781095165,0.6780729438145223,0.16209172606215372
6.220826102107733,0.5471826991266396,0.06912917025972608
6.184972702867707,0.5293666023609466,0.06149744936930808
6.2412257678744725,0.34394940856173295,-0.2649562381063688
6.40205169987608,0.634309881810773,0.09099690086741746
